Date,Open,High,Low,Close,Adj Close,Volume
1996-03-26,13.336700,13.203300,13.203300,13.203300,1.635137,9000
1996-03-27,13.203300,13.333300,13.196700,13.333300,1.651237,9000
1996-03-28,13.333300,13.396700,13.396700,13.396700,1.659088,3000
1996-03-29,13.396700,13.516700,13.403300,13.466700,1.667757,18000
1996-04-01,13.600000,13.600000,13.600000,13.600000,1.684265,1500
1996-04-02,13.600000,13.600000,13.536700,13.536700,1.676426,6000
1996-04-03,14.000000,14.000000,13.866700,13.866700,1.717294,4500
1996-04-04,13.866700,14.000000,13.733300,13.733300,1.700774,15000
1996-04-05,null,null,null,null,null,null
1996-04-08,14.000000,14.533300,13.600000,14.000000,1.733803,24000
1996-04-09,14.000000,14.366700,14.003300,14.003300,1.734211,30000
1996-04-10,14.266700,14.266700,14.266700,14.266700,1.766832,1500
1996-04-11,null,null,null,null,null,null
1996-04-12,14.000000,14.000000,14.000000,14.000000,1.733803,3000
1996-04-15,14.000000,14.066700,13.933300,13.933300,1.725543,10500
1996-04-16,13.933300,14.000000,13.870000,13.933300,1.725543,19500
1996-04-17,13.933300,14.533300,14.000000,14.533300,1.799848,46500
1996-04-18,14.533300,15.000000,14.600000,14.733300,1.824617,49500
1996-04-19,14.733300,14.933300,14.533300,14.933300,1.849385,19500
1996-04-22,14.933300,15.000000,14.533300,15.000000,1.857646,34500
1996-04-23,15.000000,16.433300,14.603300,15.066700,1.865906,40500
1996-04-24,16.333300,16.333300,15.666700,15.666700,1.940212,4500
1996-04-25,15.666700,15.500000,15.200000,15.200000,1.882414,19500
1996-04-26,null,null,null,null,null,null
1996-04-29,15.200000,15.333300,15.133300,15.333300,1.898923,15000
1996-04-30,15.333300,15.466700,15.333300,15.400000,1.907183,16500
1996-05-01,15.400000,15.400000,15.133300,15.400000,1.907183,6000
1996-05-02,15.133300,15.400000,15.133300,15.350000,1.900991,39000
1996-05-03,15.350000,15.400000,15.400000,15.400000,1.907183,3000
1996-05-06,15.400000,15.533300,15.200000,15.200000,1.882414,30000
1996-05-07,15.200000,15.266700,15.200000,15.266700,1.890675,9000
1996-05-08,15.266700,15.250000,15.000000,15.250000,1.888606,3000
1996-05-09,null,null,null,null,null,null
1996-05-10,14.666700,14.666700,14.500000,14.600000,1.808108,4500
1996-05-13,14.600000,14.783300,14.660000,14.783300,1.830809,9000
1996-05-14,14.783300,15.000000,14.603300,14.606700,1.808938,9000
1996-05-15,14.606700,14.800000,14.600000,14.800000,1.832877,6000
1996-05-16,14.800000,16.000000,16.000000,16.000000,1.981489,1500
1996-05-17,14.666700,15.266700,14.666700,15.266700,1.890675,24000
1996-05-20,15.266700,14.933300,14.803300,14.906700,1.846091,16500
1996-05-21,14.906700,14.663300,14.470000,14.506700,1.796554,16500
1996-05-22,14.506700,14.400000,14.400000,14.400000,1.783340,1500
1996-05-23,14.400000,14.150000,14.000000,14.000000,1.733803,10500
1996-05-24,14.000000,13.900000,13.733300,13.883300,1.719350,9000
1996-05-27,13.883300,13.733300,13.666700,13.733300,1.700774,3000
1996-05-28,13.733300,13.733300,13.666700,13.666700,1.692526,3000
1996-05-29,13.666700,13.933300,13.933300,13.933300,1.725543,1500
1996-05-30,13.933300,13.666700,13.423300,13.536700,1.676426,12000
1996-05-31,13.333300,13.733300,13.333300,13.733300,1.700774,15000
1996-06-03,13.733300,13.666700,13.470000,13.470000,1.668166,18000
1996-06-04,13.470000,14.133300,13.733300,13.866700,1.717294,10500
1996-06-05,13.666700,13.800000,13.666700,13.800000,1.709033,6000
1996-06-06,13.466700,13.470000,13.333300,13.333300,1.651237,10500
1996-06-07,13.333300,13.400000,13.200000,13.400000,1.659497,16500
1996-06-10,13.400000,13.466700,13.400000,13.466700,1.667757,4500
1996-06-11,13.466700,13.533300,13.403300,13.403300,1.659906,18000
1996-06-12,13.500000,14.000000,13.500000,13.866700,1.717294,7500
1996-06-13,14.400000,14.733300,14.400000,14.533300,1.799848,16500
1996-06-14,15.000000,15.530000,14.933300,15.176700,1.879529,25500
1996-06-17,15.333300,15.866700,15.000000,15.003300,1.858054,7500
1996-06-18,14.100000,14.133300,14.000000,14.000000,1.733803,10500
1996-06-19,13.800000,14.066700,13.800000,13.933300,1.725543,12000
1996-06-20,14.003300,14.003300,13.800000,13.800000,1.709033,4500
1996-06-21,13.666700,13.666700,13.333300,13.400000,1.659497,13500
1996-06-24,13.266700,13.333300,12.933300,12.933300,1.601699,15000
1996-06-25,13.000000,13.300000,12.933300,13.283300,1.645044,37500
1996-06-26,13.400000,13.650000,13.400000,13.533300,1.676005,12000
1996-06-27,13.400000,13.583300,13.400000,13.583300,1.682197,4500
1996-06-28,13.533300,13.533300,13.400000,13.400000,1.659497,4500
1996-07-01,13.333300,13.333300,13.333300,13.333300,1.651237,1500
1996-07-02,13.133300,13.133300,13.066700,13.066700,1.618220,3000
1996-07-03,13.000000,13.000000,12.883300,12.883300,1.595507,6000
1996-07-04,12.733300,12.866700,12.666700,12.666700,1.568683,4500
1996-07-05,12.400000,12.400000,12.400000,12.400000,1.535654,1500
1996-07-08,12.343300,12.670000,12.343300,12.670000,1.569091,4500
1996-07-09,12.666700,12.666700,12.540000,12.540000,1.552992,7500
1996-07-10,12.066700,12.933300,12.066700,12.933300,1.601699,36000
1996-07-11,11.666700,12.800000,11.666700,12.800000,1.585191,6000
1996-07-12,12.896700,13.666700,12.896700,13.666700,1.692526,7500
1996-07-15,13.800000,14.333300,13.800000,14.333300,1.775080,34500
1996-07-16,14.133300,14.333300,14.133300,14.333300,1.775080,33000
1996-07-17,13.866700,14.663300,13.866700,14.400000,1.783340,27000
1996-07-18,14.066700,14.333300,14.066700,14.270000,1.767241,9000
1996-07-19,14.700000,14.963300,14.466700,14.466700,1.791600,30000
1996-07-22,14.333300,14.433300,14.266700,14.430000,1.787055,9000
1996-07-23,14.556700,15.200000,14.556700,15.200000,1.882414,31500
1996-07-24,14.000000,14.666700,14.000000,14.560000,1.803155,16500
1996-07-25,14.533300,15.000000,14.533300,15.000000,1.857646,19500
1996-07-26,14.333300,14.733300,14.333300,14.416700,1.785408,31500
1996-07-29,13.733300,14.800000,13.733300,14.800000,1.832877,24000
1996-07-30,14.000000,14.770000,14.000000,14.643300,1.813471,109500
1996-07-31,14.333300,14.733300,14.333300,14.733300,1.824617,12000
1996-08-01,15.133300,15.133300,14.800000,15.000000,1.857646,9000
1996-08-02,14.800000,14.800000,14.476700,14.550000,1.801916,12000
1996-08-05,14.133300,14.996700,14.133300,14.726700,1.823799,25500
1996-08-06,14.533300,14.800000,14.186700,14.666700,1.816369,43500
1996-08-07,14.800000,14.800000,14.663300,14.733300,1.824617,16500
1996-08-08,14.600000,14.866700,14.600000,14.866700,1.841137,12000
1996-08-09,14.466700,14.666700,14.466700,14.666700,1.816369,13500
1996-08-12,14.666700,14.733300,14.266700,14.733300,1.824617,30000
1996-08-13,14.336700,14.800000,14.336700,14.766700,1.828753,90000
1996-08-14,14.666700,14.666700,14.333300,14.333300,1.775080,12000
1996-08-15,null,null,null,null,null,null
1996-08-16,14.333300,14.333300,14.136700,14.136700,1.750732,3000
1996-08-19,13.533300,13.800000,13.533300,13.800000,1.709033,9000
1996-08-20,13.783300,14.133300,13.366700,14.126700,1.749493,21000
1996-08-21,13.933300,14.133300,13.933300,14.133300,1.750311,6000
1996-08-22,14.000000,14.000000,14.000000,14.000000,1.733803,4500
1996-08-23,13.720000,13.933300,13.720000,13.933300,1.725543,7500
1996-08-26,13.933300,14.000000,13.766700,13.883300,1.719350,15000
1996-08-27,14.133300,15.166700,14.133300,15.130000,1.873745,73500
1996-08-28,14.600000,14.700000,14.333300,14.333300,1.775080,19500
1996-08-29,14.466700,14.766700,14.466700,14.666700,1.816369,16500
1996-08-30,14.266700,14.600000,14.266700,14.600000,1.808108,10500
1996-09-02,14.436700,14.500000,14.436700,14.500000,1.795724,7500
1996-09-03,14.500000,14.800000,14.500000,14.666700,1.816369,69000
1996-09-04,14.600000,14.733300,14.600000,14.733300,1.824617,15000
1996-09-05,14.733300,14.766700,14.733300,14.766700,1.828753,4500
1996-09-06,14.466700,14.866700,14.466700,14.666700,1.816369,78000
1996-09-09,14.666700,14.733300,14.500000,14.666700,1.816369,24000
1996-09-10,14.666700,14.866700,14.546700,14.826700,1.836184,79500
1996-09-11,14.466700,14.666700,14.466700,14.666700,1.816369,16500
1996-09-12,14.600000,14.733300,14.570000,14.570000,1.804393,27000
1996-09-13,14.666700,14.666700,14.666700,14.666700,1.816369,6000
1996-09-16,14.533300,14.666700,14.533300,14.666700,1.816369,64500
1996-09-17,14.400000,14.733300,14.400000,14.643300,1.813471,108000
1996-09-18,14.466700,14.833300,14.466700,14.833300,1.837001,18000
1996-09-19,14.300000,14.833300,14.300000,14.643300,1.813471,19500
1996-09-20,14.650000,14.800000,14.566700,14.566700,1.803985,10500
1996-09-23,14.566700,14.800000,14.566700,14.733300,1.824617,12000
1996-09-24,14.666700,14.716700,14.603300,14.666700,1.816369,73500
1996-09-25,14.733300,14.800000,14.510000,14.536700,1.800269,109500
1996-09-26,14.533300,14.733300,14.533300,14.666700,1.816369,30000
1996-09-27,14.666700,14.733300,14.373300,14.666700,1.816369,25500
1996-09-30,14.700000,14.800000,14.600000,14.606700,1.808938,10500
1996-10-01,14.800000,14.800000,14.533300,14.666700,1.816369,180000
1996-10-02,null,null,null,null,null,null
1996-10-03,14.666700,14.666700,14.666700,14.666700,1.816369,18000
1996-10-04,14.666700,14.800000,14.410000,14.466700,1.791600,42000
1996-10-07,14.000000,14.533300,13.666700,14.333300,1.775080,24000
1996-10-08,14.080000,14.666700,14.033300,14.666700,1.816369,174000
1996-10-09,14.200000,14.666700,14.133300,14.666700,1.816369,30000
1996-10-10,14.526700,14.680000,14.466700,14.666700,1.816369,25500
1996-10-11,14.646700,14.666700,14.646700,14.666700,1.816369,18000
1996-10-14,14.600000,14.666700,14.510000,14.510000,1.796962,10500
1996-10-15,14.733300,15.000000,14.603300,14.703300,1.820901,114000
1996-10-16,14.766700,15.133300,14.766700,15.106700,1.870860,39000
1996-10-17,15.866700,15.866700,15.000000,15.000000,1.857646,12000
1996-10-18,15.000000,15.000000,15.000000,15.000000,1.857646,3000
1996-10-21,null,null,null,null,null,null
1996-10-22,15.000000,15.000000,14.703300,14.863300,1.840716,13500
1996-10-23,14.600000,14.800000,14.600000,14.800000,1.832877,6000
1996-10-24,14.916700,14.916700,14.666700,14.666700,1.816369,22500
1996-10-25,14.663300,14.933300,14.663300,14.933300,1.849385,12000
1996-10-28,14.800000,14.933300,14.733300,14.900000,1.845261,15000
1996-10-29,14.533300,14.866700,14.533300,14.800000,1.832877,63000
1996-10-30,null,null,null,null,null,null
1996-10-31,15.000000,15.150000,14.933300,15.150000,1.876222,15000
1996-11-01,14.766700,14.900000,14.766700,14.900000,1.845261,6000
1996-11-04,14.766700,14.793300,14.766700,14.793300,1.832047,3000
1996-11-05,14.733300,14.900000,14.733300,14.900000,1.845261,28500
1996-11-06,14.403300,14.866700,14.400000,14.863300,1.840716,25500
1996-11-07,14.833300,14.833300,14.800000,14.800000,1.832877,12000
1996-11-08,14.666700,14.900000,14.666700,14.890000,1.844023,31500
1996-11-11,14.800000,15.133300,14.800000,15.013300,1.859293,12000
1996-11-12,null,null,null,null,null,null
1996-11-13,14.800000,14.866700,14.800000,14.833300,1.837001,9000
1996-11-14,14.590000,15.666700,14.590000,15.436700,1.911728,36000
1996-11-15,14.840000,15.800000,14.840000,15.403300,1.907591,27000
1996-11-18,15.233300,15.466700,15.200000,15.466700,1.915443,9000
1996-11-19,15.266700,15.383300,14.866700,15.266700,1.890675,96000
1996-11-20,null,null,null,null,null,null
1996-11-21,14.666700,14.666700,14.666700,14.666700,1.816369,1500
1996-11-22,14.666700,14.800000,14.666700,14.800000,1.832877,3000
1996-11-25,14.700000,15.000000,14.410000,14.823300,1.835762,22500
1996-11-26,14.876700,14.933300,14.856700,14.923300,1.848147,25500
1996-11-27,14.866700,14.993300,14.803300,14.993300,1.856816,15000
1996-11-28,14.753300,14.933300,14.753300,14.833300,1.837001,22500
1996-11-29,14.966700,14.966700,14.803300,14.966700,1.853522,10500
1996-12-02,15.133300,15.133300,14.940000,14.940000,1.850215,16500
1996-12-03,14.866700,15.000000,14.866700,14.966700,1.853522,49500
1996-12-04,14.266700,14.866700,14.266700,14.866700,1.841137,43500
1996-12-05,14.933300,15.333300,14.933300,15.333300,1.898923,28500
1996-12-06,15.460000,15.560000,15.200000,15.406700,1.908013,27000
1996-12-09,15.766700,16.033300,15.766700,16.033300,1.985613,27000
1996-12-10,16.000000,16.000000,14.933300,15.656700,1.938973,66000
1996-12-11,15.866700,15.933300,15.666700,15.666700,1.940212,9000
1996-12-12,15.333300,15.333300,15.016700,15.016700,1.859713,3000
1996-12-13,14.800000,14.866700,14.686700,14.686700,1.818845,4500
1996-12-16,15.200000,15.200000,15.200000,15.200000,1.882414,3000
1996-12-17,15.000000,15.133300,15.000000,15.083300,1.867962,12000
1996-12-18,15.400000,15.400000,15.200000,15.200000,1.882414,3000
1996-12-19,14.813300,15.200000,14.813300,15.133300,1.874154,16500
1996-12-20,15.333300,15.343300,15.223300,15.223300,1.885300,9000
1996-12-23,15.200000,15.243300,15.133300,15.200000,1.882414,31500
1996-12-24,15.133300,15.403300,15.133300,15.200000,1.882414,18000
1996-12-25,null,null,null,null,null,null
1996-12-26,15.600000,15.600000,15.403300,15.533300,1.923691,9000
1996-12-27,null,null,null,null,null,null
1996-12-30,null,null,null,null,null,null
1996-12-31,15.343300,15.343300,15.200000,15.200000,1.882414,6000
1997-01-01,15.566700,15.733300,15.566700,15.733300,1.948460,9000
1997-01-02,15.766700,15.766700,15.550000,15.666700,1.940212,16500
1997-01-03,15.666700,15.666700,15.666700,15.666700,1.940212,1500
1997-01-06,15.713300,15.713300,15.500000,15.500000,1.919567,4500
1997-01-07,15.166700,15.633300,15.133300,15.590000,1.930713,100500
1997-01-08,15.733300,15.896700,15.550000,15.896700,1.968696,18000
1997-01-09,15.726700,15.800000,15.666700,15.780000,1.954244,21000
1997-01-10,15.866700,16.333300,15.866700,16.183300,2.004189,42000
1997-01-13,16.183300,16.816700,16.100000,16.690001,2.066941,69000
1997-01-14,16.696699,16.933300,16.600000,16.799999,2.080563,64500
1997-01-15,16.799999,17.200001,16.799999,17.080000,2.115240,99000
1997-01-16,17.333300,17.400000,16.666700,16.726700,2.071486,46500
1997-01-17,16.600000,16.796700,16.600000,16.753300,2.074780,136500
1997-01-20,16.666700,16.866699,16.666700,16.756701,2.075201,54000
1997-01-21,16.660000,16.799999,16.620001,16.736700,2.072724,115500
1997-01-22,16.783300,16.799999,16.666700,16.780001,2.078086,9000
1997-01-23,null,null,null,null,null,null
1997-01-24,16.733299,16.733299,16.733299,16.733299,2.072302,3000
1997-01-27,16.733299,16.799999,16.700001,16.753300,2.074780,84000
1997-01-28,16.666700,16.926701,16.666700,16.766701,2.076439,99000
1997-01-29,16.666700,17.000000,16.666700,16.813299,2.082210,153000
1997-01-30,16.733299,16.816700,16.733299,16.816700,2.082631,30000
1997-01-31,16.796700,16.799999,16.733299,16.733299,2.072302,48000
1997-02-03,16.666700,16.799999,16.666700,16.799999,2.080563,21000
1997-02-04,16.863300,16.993299,16.816700,16.900000,2.092948,12000
1997-02-05,16.933300,17.049999,16.933300,17.049999,2.111523,13500
1997-02-06,17.000000,17.066700,17.000000,17.033300,2.109455,3000
1997-02-07,17.100000,17.266701,16.883301,17.066700,2.113592,7500
1997-02-10,16.799999,17.000000,16.799999,17.000000,2.105332,33000
1997-02-11,16.883301,17.000000,16.733299,16.973301,2.102026,19500
1997-02-12,16.933300,17.066700,16.933300,17.000000,2.105332,6000
1997-02-13,17.000000,17.133301,17.000000,17.133301,2.121840,6000
1997-02-14,16.933300,17.200001,16.933300,17.200001,2.130100,27000
1997-02-17,16.816700,17.666700,16.806700,17.666700,2.187898,27000
1997-02-18,17.600000,17.733299,17.333300,17.333300,2.146608,19500
1997-02-19,17.333300,17.526699,17.333300,17.340000,2.147438,19500
1997-02-20,17.233299,17.233299,17.233299,17.233299,2.134224,1500
1997-02-21,17.073299,17.073299,17.066700,17.066700,2.113592,3000
1997-02-24,17.150000,17.150000,16.733299,16.733299,2.072302,9000
1997-02-25,16.799999,17.166700,16.706699,16.876699,2.090062,28500
1997-02-26,16.666700,16.666700,16.666700,16.666700,2.064055,1500
1997-02-27,16.816700,17.133301,16.733299,16.846701,2.086347,46500
1997-02-28,17.333300,17.933300,17.333300,17.573299,2.176331,55500
1997-03-03,19.066700,19.866699,19.000000,19.033300,2.357141,16500
1997-03-04,18.930000,18.933300,18.133301,18.866699,2.336509,19500
1997-03-05,18.666700,18.933300,18.466700,18.850000,2.334441,30000
1997-03-06,18.333300,18.333300,18.200001,18.266701,2.262204,4500
1997-03-07,null,null,null,null,null,null
1997-03-10,18.000000,18.000000,18.000000,18.000000,2.229175,1500
1997-03-11,17.733299,17.933300,17.666700,17.733299,2.196146,13500
1997-03-12,18.000000,18.513300,18.000000,18.033300,2.233299,19500
1997-03-13,18.033300,18.133301,18.033300,18.133301,2.245683,6000
1997-03-14,18.000000,18.000000,18.000000,18.000000,2.229175,3000
1997-03-17,18.000000,18.000000,17.799999,17.799999,2.204406,4500
1997-03-18,18.000000,18.000000,17.666700,17.673300,2.188715,27000
1997-03-19,null,null,null,null,null,null
1997-03-20,17.333300,17.333300,16.466700,17.066700,2.113592,12000
1997-03-21,16.900000,17.000000,16.900000,17.000000,2.105332,4500
1997-03-24,null,null,null,null,null,null
1997-03-25,17.066700,17.066700,16.603300,16.603300,2.056203,12000
1997-03-26,16.533300,16.850000,16.400000,16.469999,2.039695,100500
1997-03-27,16.333300,16.500000,16.200001,16.500000,2.043410,16500
1997-03-28,null,null,null,null,null,null
1997-03-31,15.666700,15.666700,15.380000,15.666700,1.940212,9000
1997-04-01,15.666700,15.866700,15.490000,15.866700,1.964980,12000
